number of properties,property name,originator,street address,property city,property state,zip code,county,property type,property subtype,year built,year renovated,total units,cut-off date balanceunit,unit of measure,occupancy %,occupancy as of date,"loan purpose (acquisition, refinance)",payment date,late charge grace period,note date,first payment date,maturity date,original loan amount,cut-off date loan amount,maturity balance,gross interest rate,net mortgage interest rate,accrual basis,loan amortization type,monthly debt service amount (amortizing),amortization term (original),amortization term (remaining),loan term (original),loan term (remaining),io period,seasoning,prepayment provision,appraisal valuation date,appraised value,cut-off date ltv,maturity ltv,uw ncf dscr,uw ncf dscr (io),uw egi,uw expenses,uw noi,uw ncf,most recent financial end date,most recent egi,most recent expenses,most recent noi,most recent ncf,2nd most recent financial end date,2nd most recent egi,2nd most recent expenses,2nd most recent noi,2nd most recent ncf,3rd most recent financial end date,3rd most recent egi,3rd most recent expenses,3rd most recent noi,3rd most recent ncf,lien position,title vesting (feeleaseholdboth),tax escrow (monthly),insurance escrow (monthly),replacement reserve (monthly),monthly rent per unit,secondary financing in place (existing) (yesno),future supplemental financing description,loan no property no,related borrower loans,% of cut-off date pool balance,springing reserve type,springing reserve amount,deal_name,interest adjustment period (months),first interest adjustment date in trust,rate index,margin,rate rounding methodology,interest accrual period day of month (startend),monthly debt service amount (io),monthly debt service amount (at cap),seismic insurance if pml >= 20% (yesno),additional financing in place (existing) (yesno),future supplemental financing (yesno),low income units,very low income units,loan group,entity type,borrower type,balance after fixed rate period,maximum interest adjustment (lifetime),zoning status,title vesting (feeleasehold),administration fee rate,latitude,longitude
1,Summers Crossing,,1500 Preston Road,Plano,TX,75093,Collin,Multifamily,Garden,1986,2016.0,294,154414.97,Units,0.976,2023-04-20,Refinance,1,10,2023-05-31,2023-07-01,2033-06-01,45398000,45398000,43772439.92,0.069,0.06747850000000001,Actual/360,Partial IO,233187.49,420,420,120,118,60,2,L(11) 1%(105) O(4),2023-03-23,70200000,0.647,0.624,1.2,1.42,4919037.26,1488078.6,3430958.0,3357358.66,2023-03-31,4673747.93,2071684.52,2602063.41,2588002.09,12/31/2022,4514894.09,2000157.0,2514737.09,2514737.09,12/31/2021,4174444.35,1790951.14,2383493.21,2383493.21,First Mortgage,Fee Simple and Leasehold,,,6125.0,1333.0,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x,,,0.05746080405635457,,,FREMF_2023-KF159,1,2023-09-01,30-Day Avg SOFR In Advance,0.019,Truncated to 5th decimal,First/Last (Arrears),197155.53,233187.49,No,No,Yes,,,,,,,,,,0.0015214999999999998,33.01894,-96.79504
1,Village On The Park Onion Creek,,11300 Farrah Lane,Austin,TX,78748,Travis,Multifamily,Independent Living,2016,,124,147096.77,Units,0.927,2023-06-30,Refinance,1,10,2023-03-08,2023-05-01,2033-04-01,18240000,18240000,17307036.57,0.0726,0.07067849999999999,Actual/360,Partial IO,124552.69,360,360,120,116,60,4,L(11) 1%(105) O(4),2023-01-09,31700000,0.575,0.546,1.24,1.38,6182805.0,4281843.45,1900961.5499999998,1857561.5499999998,2023-03-31,6264848.03,4182138.2799999993,2082709.750000001,2044446.720000001,12/31/2022,6143419.0,4190567.15,1952851.85,1952851.85,12/31/2021,5292766.0,3958671.13,1334094.87,1334094.87,First Mortgage,Fee Simple,,,3616.67,4222.44,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.15x (iii) EGI of 6,368,290 and NOI of 1,913,289",,,0.023086591171150875,,,FREMF_2023-KF159,1,2023-09-01,30-Day Avg SOFR In Advance,0.0226,Truncated to 5th decimal,First/Last (Arrears),111884.67,133838.66,No,No,Yes,,,,,,,,,,0.0019215000000000002,30.14092,-97.80034
1,The Park On Windy Hill,,2121 Windy Hill Road,Marietta,GA,30060,Cobb,Multifamily,Garden,1970,2020.0,654,99464.83,Units,0.901,2023-01-09,Refinance,1,10,2023-01-31,2023-03-01,2033-02-01,65050000,65050000.0,62474770.07,0.0649,0.0633675,Actual/360,Partial IO,392555.69,420,420,120,118,60,2,L(11) 1%(105) O(4),2022-12-02,123400000,0.527,0.506,1.09,1.2,9613413.49,4292767.7,5320645.79,5157145.79,12/31/2022,9374656.0,3947716.0,5426940.0,3808682.0,12/31/2021,7864400.43,3730124.03,4134276.4,2758404.4,12/31/2020,7432657.08,3163320.11,4269336.97,1290991.97,First Mortgage,Fee Simple,,,13625.0,1243.95,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.10x,,,0.06898728327505832,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0199,Truncated to 5th decimal,First/Last (Arrears),356698.36,427031.94,No,No,Yes,,,,,,,,,,0.0015325,33.90192,-84.48933
1,Valencia At Doral,,10000 Northwest 45th Terrace,Doral,FL,33178,Miami-Dade,Multifamily,Garden,1992,2021.0,274,201824.82,Units,0.942,2023-02-28,Refinance,1,10,2022-12-22,2023-02-01,2033-01-01,55300000,55300000.0,52164609.68,0.0673,0.06576749999999999,Actual/360,Partial IO,357939.87,360,360,120,117,60,3,L(23) 1%(93) O(4),2022-10-21,101700000,0.544,0.513,1.08,1.23,8274865.73,3552515.76,4722349.97,4640971.97,12/31/2022,7796171.54,3619820.7,4176350.84,4176350.84,12/31/2021,5468902.71,2949883.85,2519018.86,2519018.86,,,,,,First Mortgage,Fee Simple,,,6782.0,2617.0,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.05864714473652152,Radon Remediation Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0223,Truncated to 5th decimal,First/Last (Arrears),314448.34,386665.62,No,No,Yes,,,,,,,,,,0.0015325,25.81449,-80.35953
1,Casa Del Mar,,5101 Palm Hill Drive,West Palm Beach,FL,33415,Palm Beach,Multifamily,Garden,1981,2019.0,386,137940.41,Units,0.982,2023-02-28,Refinance,1,10,2022-12-01,2023-01-01,2032-12-01,53245000,53245000.0,53245000.0,0.0669,0.0653675,Actual/360,Interest Only,300963.66,0,0,120,116,120,4,L(23) 1%(93) O(4),2022-10-21,90000000,0.592,0.592,1.21,1.21,6957043.8,2489414.65,4467629.15,4361093.15,12/31/2022,6665857.29,2342851.77,4323005.52,4323005.52,12/31/2021,5594594.73,2104905.46,3489689.27,3489689.27,12/31/2020,4918610.32,2015270.58,2903339.74,2903339.74,First Mortgage,Fee Simple,,,8878.0,1600.13,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.056467761690706844,Radon Remediation Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0219,Truncated to 5th decimal,First/Last (Arrears),300963.66,359896.76,No,No,Yes,,,,,,,,,,0.0015325,26.65417,-80.12245
1,Rosemont Peachtree Corners,,3655 Westchase Village Lane,Norcross,GA,30092,Gwinnett,Multifamily,Garden,1983,2018.0,440,117893.18,Units,0.93,2023-02-21,Refinance,1,10,2022-12-01,2023-01-01,2032-12-01,51873000,51873000.0,51873000.0,0.0625,0.0611675,Actual/360,Interest Only,273924.26,0,0,120,116,120,4,L(23) 1%(93) O(4),2022-10-14,93500000,0.555,0.555,1.2,1.2,7374238.08,3280568.88,4093669.2,3956824.8,12/31/2022,7329678.57,3270252.32,4059426.25,3507922.89,12/31/2021,6501577.53,2556780.81,3944796.72,3520390.01,12/31/2020,6079865.17,2707367.14,3372498.03,3166828.62,First Mortgage,Fee Simple,,,11403.0,1355.51,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.05501271860610454,Insurance Reserve; Radon Remediation Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0175,Truncated to 5th decimal,First/Last (Arrears),273924.26,328709.11,No,No,Yes,,,,,,,,,,0.0013325000000000001,33.95472,-84.25189
1,Vista At Palma Sola,,3900 75th Street West,Bradenton,FL,34209,Manatee,Multifamily,Garden,1991,,340,148370.59,Units,0.953,2022-12-20,Refinance,1,10,2022-12-08,2023-02-01,2033-01-01,50446000,50446000.0,47551794.5,0.0667,0.06516749999999999,Actual/360,Partial IO,324513.71,360,360,120,117,60,3,L(11) 1%(105) O(4),2022-10-21,83500000,0.604,0.569,1.01,1.16,6982427.98,2938284.07,4044143.91,3944183.91,12/31/2022,6816938.0,2699423.0,4117515.0,4117515.0,12/31/2021,5572637.0,2657953.0,2914684.0,2914684.0,12/31/2020,2400819.37,1263337.27,1137482.1,1137482.1,First Mortgage,Fee Simple,,,8330.0,1618.85,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x,,,0.053499346534874585,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0217,Truncated to 5th decimal,First/Last (Arrears),284290.07,327191.8,No,No,Yes,,,,,,,,,,0.0015325,27.46694,-82.63701
1,Abacus Alamo Ranch,,11788 Culebra Road,San Antonio,TX,78253,Bexar,Multifamily,Garden,2020,,320,142626.27,Units,0.938,2022-11-23,Acquisition,1,10,2023-01-30,2023-03-01,2033-02-01,45729000,45640405.05,39377192.32,0.0673,0.0656675,Actual/360,Balloon,295929.3,360,358,120,118,0,2,L(11) 1%(105) O(4),2022-11-22,84200000,0.542,0.468,1.08,,5513670.3,1475329.01,4038341.29,3838660.64,11/30/2022,5505879.44,2510388.31,2995491.13,2995491.13,12/31/2021,4916067.0,2303928.0,2612139.0,2612139.0,12/31/2020,1860233.0,1402350.0,457883.0,457883.0,First Mortgage,Fee Simple and Leasehold,,,6666.66,1395.0,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.10x,,,0.04840288319712147,Tax Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0223,Truncated to 5th decimal,First/Last (Arrears),,319600.2,No,No,Yes,,,,,,,,,,0.0016325,29.42704,-98.86443
1,Sabine Street Lofts F/k/a Marquis Lofts,,150 Sabine Street,Houston,TX,77007,Harris,Multifamily,Garden,2001,,198,209303.03,Units,0.904,2023-01-31,Acquisition,1,10,2022-11-07,2023-01-01,2032-12-01,41442000,41442000.0,39930594.86,0.0681,0.0664675,Actual/360,Partial IO,257527.43,420,420,120,116,60,4,L(11) 1%(105) O(4),2022-09-12,68400000,0.606,0.584,1.01,1.1,4344615.94,1185512.45,3159103.49,3129403.49,2023-01-31 00:00:00,4281495.05,2264293.95,2017201.1,2017201.1,12/31/2021,4006789.0,2176788.0,1830001.0,1830001.0,12/31/2020,3979799.0,2242960.0,1736839.0,1736839.0,First Mortgage,Fee Simple and Leasehold,,,2475.0,1795.0,,"(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.10x (iii) EGI of 4,474,954 and NOI of 3,223,285",,,0.04395036116041456,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0231,Truncated to 5th decimal,First/Last (Arrears),236348.91,257527.43,No,No,Yes,,,,,,,,,,0.0016325,29.7619,-95.37536
1,Sanctuary At Winterlakes,,5410 Rabbit Run,Port Saint Lucie,FL,34986,Saint Lucie,Multifamily,Garden,2001,2021.0,284,122781.69,Units,0.996,2023-01-31,Refinance,1,10,2022-10-28,2022-12-01,2032-11-01,34870000,34870000.0,33465017.36,0.0642,0.0625675,Actual/360,Partial IO,204713.57,420,420,120,115,60,5,L(23) 1%(93) O(4),2022-06-15,58800000,0.593,0.569,1.02,1.14,3610795.11,1024632.07,2586163.04,2515163.04,12/31/2022,3431985.83,1037692.51,2394293.32,2394293.32,12/31/2021,3097013.02,1174672.45,1922340.57,1922340.57,12/31/2020,2841850.13,1221223.29,1620626.84,1620626.84,First Mortgage,Fee Simple,,,5916.67,1057.0,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.036980577521925954,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0192,Truncated to 5th decimal,First/Last (Arrears),184137.01,204713.57,No,No,Yes,,,,,,,,,,0.0016325,27.36475,-80.3817
1,Palisade Park,,3007 North Black Canyon Highway,Phoenix,AZ,85015,Maricopa,Multifamily,Garden,1972,2022.0,214,107228.97,Units,0.939,2023-02-15,Refinance,1,10,2022-11-23,2023-01-01,2032-12-01,22947000,22947000.0,21572719.18,0.0645,0.0626675,Actual/360,Partial IO,144286.92,360,360,120,116,60,4,L(11) 1%(105) O(4),2022-10-18,46400000,0.495,0.465,1.12,1.29,3239782.93,1244900.38,1994882.55,1941382.55,12/31/2022,3101136.4,1256673.98,1844462.42,1844462.42,12/31/2021,2685613.53,1085389.44,1600224.09,1600224.09,12/31/2020,2358731.77,990632.93,1368098.84,1368098.84,First Mortgage,Fee Simple,,,4458.33,1200.28,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.024335913748082447,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0195,Truncated to 5th decimal,First/Last (Arrears),125053.18,160448.75,No,No,Yes,,,,,,,,,,0.0018325000000000001,33.48181,-112.11258
1,Woodforest Chase,,12411 Woodforest Boulevard,Houston,TX,77013,Harris,Multifamily,Garden,1998,2021.0,204,83808.82,Units,0.966,2023-01-04,Refinance,1,10,2023-02-01,2023-03-01,2033-02-01,17097000,17097000.0,16144773.47,0.0682,0.0662675,Actual/360,Partial IO,111687.51,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-12-13,25700000,0.665,0.628,1.07,1.22,3105816.6,1617331.21,1488485.39,1437485.39,12/31/2022,2687628.0,1652023.0,1035605.0,1035605.0,12/31/2021,1810765.0,1321027.0,489738.0,489738.0,12/31/2020,1182283.0,976921.0,205362.0,205362.0,First Mortgage,Fee Simple,,,4250.0,1233.0,,"(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.10x (iii) EGI of 3,198,991 and NOI of 1,480,609",,,0.01813183062496037,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0232,Truncated to 5th decimal,First/Last (Arrears),98517.5,119544.7,No,No,Yes,,,,,,,,,,0.0019325000000000002,29.78758,-95.21463
1,Enclave On Bethany,,6816 West Bethany Home Road,Glendale,AZ,85303,Maricopa,Multifamily,Garden,1974,2022.0,120,142266.67,Units,0.917,2023-02-20,Acquisition,1,10,2022-11-18,2023-01-01,2032-12-01,17072000,17072000.0,16065330.74,0.0653,0.0633675,Actual/360,Partial IO,108243.7,360,360,120,116,60,4,L(11) 1%(105) O(4),2022-09-30,25150000,0.679,0.639,1.06,1.22,2003613.75,592613.5,1411000.25,1381000.25,2023-01-31 00:00:00,1954540.0,607211.0,1347329.0,1347329.0,12/31/2021,1635768.47,570852.62,1064915.85,1064915.85,12/31/2020,1489061.56,502618.44,986443.12,986443.12,First Mortgage,Fee Simple,,,2500.0,1505.65,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.10x,,,0.01810531744922053,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0203,Truncated to 5th decimal,First/Last (Arrears),94190.41,113580.44,No,No,Yes,,,,,,,,,,0.0019325000000000002,33.52387,-112.20599
1,Morgan Place Apartments,,2504 Finley Road,Irving,TX,75062,Dallas,Multifamily,Garden,1968,2022.0,142,95246.48,Units,0.972,2023-01-10,Refinance,1,10,2023-01-31,2023-03-01,2033-02-01,13525000,13525000.0,12765712.21,0.0678,0.06576749999999999,Actual/360,Partial IO,87992.77,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-12-09,20300000,0.666,0.629,1.09,1.24,2187381.88,998640.17,1188741.71,1153241.71,12/31/2022,2085214.09,959889.76,1125324.33,1125324.33,12/31/2021,1881572.06,835587.87,1045984.19,1045984.19,12/31/2020,1814449.32,780155.46,1034293.86,1034293.86,First Mortgage,Fee Simple,,,2958.33,1170.0,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.10x,,,0.014343628075252324,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0228,Truncated to 5th decimal,First/Last (Arrears),77477.59,94568.76,No,No,Yes,,,,,,,,,,0.0020325,32.85074,-96.97842
1,Sky Island Apartment Homes,,600 Charles Drive,Sierra Vista,AZ,85635,Cochise,Multifamily,Garden,1985,2022.0,196,62336.73,Units,0.862,2022-12-31,Refinance,1,10,2022-12-14,2023-02-01,2033-01-01,12218000,12218000.0,11501753.93,0.06559999999999999,0.06356749999999999,Actual/360,Partial IO,77708.81,360,360,120,117,60,3,L(11) 1%(105) O(4),2022-11-03,20400000,0.599,0.564,1.14,1.3,1861858.47,753021.59,1108836.88,1060228.88,12/31/2022,1713152.66,809428.59,903724.07,903902.22,12/31/2021,1597781.34,713729.83,884051.51,884125.4,12/31/2020,1331035.01,490192.88,840842.13,840842.13,First Mortgage,Fee Simple,,,4051.0,829.79,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.012957519247573598,Radon Remediation Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0206,Truncated to 5th decimal,First/Last (Arrears),67719.4,87531.25,No,No,Yes,,,,,,,,,,0.0020325,31.56362,-110.29398
1,Treebecka Park,,6400 Southwest 20th Avenue,Gainesville,FL,32607,Alachua,Multifamily,Townhome,1976,2022.0,144,79916.67,Units,0.958,2023-01-24,Refinance,1,10,2023-02-14,2023-04-01,2033-03-01,11508000,11508000.0,10545660.38,0.0689,0.0668675,Actual/360,Partial IO,75714.75,360,360,120,119,36,1,L(11) 1%(105) O(4),2022-12-29,17800000,0.647,0.592,1.1,1.25,1797243.0,758699.57,1038543.43,1002543.43,12/31/2022,1644301.3,660892.85,983408.45,983408.45,12/31/2021,1523181.78,610150.42,913031.36,913031.36,12/31/2020,1388744.7,560609.91,828134.79,828134.79,First Mortgage,Fee Simple,,,3000.0,1091.35,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x,,,0.0122045450565622,Radon Remediation Reserve,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0239,Truncated to 5th decimal,First/Last (Arrears),66992.81,82444.72,No,No,Yes,,,,,,,,,,0.0020325,29.64021,-82.41118
1,The Oaks Of Lake Jackson,,127 Plantation Drive West,Lake Jackson,TX,77566,Brazoria,Multifamily,Garden,1985,2017.0,144,78312.5,Units,0.931,2023-01-18,Refinance,1,10,2023-02-01,2023-03-01,2033-02-01,11277000,11277000.0,10638881.14,0.0674,0.0653675,Actual/360,Partial IO,73067.46,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-10-25,19600000,0.575,0.543,1.07,1.22,1835998.64,859557.12,976441.52,940441.52,12/31/2022,1758799.0,696980.0,1061819.0,1061819.0,12/31/2021,1617800.0,623679.0,994121.0,994121.0,12/31/2020,1585341.0,580583.0,1004758.0,1004758.0,First Mortgage,Fee Simple,,,3000.0,1074.0,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x (iii) EGI of 1,891,079 and NOI of 968,655",,,0.011959563312726098,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0224,Truncated to 5th decimal,First/Last (Arrears),64218.86,76929.02,No,No,Yes,,,,,,,,,,0.0020325,29.01865,-95.43711
1,The Corridor I,,716 Northeast 85th Street,Miami,FL,33138,Miami-Dade,Multifamily,Mid Rise,2014,,64,176078.13,Units,1.0,2023-01-09,Refinance,1,10,2023-01-27,2023-03-01,2033-02-01,11269000,11269000.0,10650063.21,0.0689,0.0668675,Actual/360,Partial IO,74142.29,360,360,120,118,60,2,L(11) 1%(105) O(4),2022-12-26,17700000,0.637,0.602,1.06,1.2,1503829.15,548982.95,954846.2,943966.2,12/31/2022,1339405.36,525854.56,813550.8,813550.8,12/31/2021,1094081.06,478579.51,615501.55,615501.55,12/31/2020,1007135.54,448221.3,558914.24,558914.24,First Mortgage,Fee Simple,,,907.0,1957.0,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x,,,0.01195107909648935,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0239,Truncated to 5th decimal,First/Last (Arrears),65601.49,76874.44,No,No,Yes,,,,,,,,,,0.0020325,25.85358,-80.18262
1,South Point Apartments,,9121 North Plaza,Austin,TX,78753,Travis,Multifamily,Garden,1985,2022.0,91,98560.44,Units,0.967,2023-02-22,Refinance,1,10,2022-12-22,2023-02-01,2033-01-01,8969000,8969000.0,8446290.02,0.0659,0.0636675,Actual/360,Partial IO,57222.08,360,360,120,117,60,3,L(11) 1%(105) O(4),2022-11-04,16600000,0.54,0.509,1.09,1.25,1361855.0,590301.0,771554.0,748804.0,12/31/2022,1279119.0,594733.0,684386.0,684386.0,12/31/2020,887050.35,475721.82,411328.53,411328.53,12/31/2019,983308.91,417335.96,565972.95,565972.95,First Mortgage,Fee Simple,,,1896.0,1237.16,,"(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.10x (iii) EGI of 1,402,710 and NOI of 771,268",,,0.009511866928424258,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0209,Truncated to 5th decimal,First/Last (Arrears),49938.85,61184.39,No,No,Yes,,,,,,,,,,0.0022325,30.35414,-97.68582
1,Avalon Park Senior,,2748 Donald Lee Hollowell Parkway Northwest,Atlanta,GA,30318,Fulton,Multifamily,Age Restricted,2008,,136,54669.12,Units,0.971,2023-02-27,Refinance,1,10,2022-12-29,2023-02-01,2033-01-01,7435000,7435000.0,6994877.65,0.06509999999999999,0.06286749999999999,Actual/360,Partial IO,47043.16,360,360,120,117,60,3,L(11) 1%(105) O(4),2022-11-10,14500000,0.513,0.482,1.14,1.31,1616160.63,930207.01,685953.62,643110.24,12/31/2022,1583272.35,915618.74,667653.61,667653.61,12/31/2021,1304991.81,784216.72,520775.09,520775.09,12/31/2020,1373566.72,782031.71,591535.01,591535.01,First Mortgage,Fee Simple,,,3571.0,922.62,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.10x,,,0.007885018465027803,Tax Reserve; Insurance Reserve; Section 8 HAP Reserve,"Section 8 HAP Reserve (257,223)",FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0201,Truncated to 5th decimal,First/Last (Arrears),40895.08,53265.25,No,No,Yes,,,,,,,,,,0.0022325,33.77783,-84.47741
1,Bel Air Springs,,1000 South Clack Street,Abilene,TX,79605,Taylor,Multifamily,Garden,1978,,128,58031.25,Units,0.914,2022-12-31,Acquisition,1,10,2022-10-27,2022-12-01,2032-11-01,7428000,7428000.0,6905577.26,0.0677,0.0655675,Actual/360,Partial IO,48177.87,360,360,120,115,48,5,L(11) 1%(105) O(4),2022-07-20,10800000,0.688,0.639,1.02,1.16,1315280.67,687436.5,627844.17,589908.81,12/31/2022,1293120.95,695391.74,597729.21,597729.21,12/31/2021,1218396.23,635499.79,582896.44,582896.44,12/31/2020,1091649.93,603143.29,488506.64,488506.64,First Mortgage,Fee Simple,,,3161.0,793.81,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.10x,,,0.007877594775820649,,,FREMF_2023-KF154,1,2023-05-01,30-Day Avg SOFR In Advance,0.0227,Truncated to 5th decimal,First/Last (Arrears),42362.81,48177.87,No,No,Yes,,,,,,,,,,0.0021325000000000003,32.4385,-99.78751
1,Cortland At The Village IV,,2085 Lake Park Drive Southeast,Smyrna,GA,30080,Cobb,Multifamily,Garden,1987,2016.0,702,123710.35,Units,0.934,2023-01-12,Supplemental,1,10,2023-03-14,2023-05-01,2029-04-01,25262000,25262000.0,25262000.0,0.0676,0.06578049999999999,Actual/360,Interest Only,144285.78,0,0,72,71,72,1,YM1%(65) 1%(3) O(4),2023-01-27,157900000,,,,,13665941.57,5736832.43,7929109.14,7719913.14,2023-01-31,13193947.53,5428560.93,7765386.6,7556190.6,12/31/2021,11411606.24,4478215.58,6933390.66,6724194.66,12/31/2020,10806978.26,4253887.07,6553091.19,6343895.19,Second Mortgage,Fee Simple,,,,1602.0,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.07249001016144169,,,FREMF_2023-KJ45,,,,,,,144285.78,,No,Yes,Yes,,,,,,,,,,0.0018195000000000002,33.89522,-84.48865
1,Cortland Duluth I,,1335 Herrington Road,Duluth,GA,30096,Gwinnett,Multifamily,Garden,2002,2021.0,535,129701.04,Units,0.961,2023-02-02,Supplemental,1,10,2023-03-14,2023-05-01,2029-01-01,20092000,20092000.0,20092000.0,0.0687,0.0668805,Actual/360,Interest Only,116624.29,0,0,69,68,69,1,YM1%(62) 1%(3) O(4),2023-01-27,135400000,,,,,11468791.03,4877387.28,6591403.75,6412713.75,2023-01-31,10975024.24,4020940.71,6954083.53,6954084.0,12/31/2022,10858275.4,4004448.04,6853827.36,6853827.0,12/31/2021,9478813.44,3333437.0,6145376.0,6145376.0,Second Mortgage,Fee Simple,,,,1721.0,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.05765455166509724,,,FREMF_2023-KJ45,,,,,,,116624.29,,No,Yes,Yes,,,,,,,,,,0.0018195000000000002,33.95479,-84.08231
1,Cascades At The Hammocks,,10605 Hammocks Boulevard,Miami,FL,33196,Miami-Dade,Multifamily,Garden,1988,2023.0,264,219515.15,Units,0.97,2023-02-21,Supplemental,1,10,2023-03-10,2023-05-01,2028-04-01,17375000,17375000.0,17375000.0,0.0706,0.0685805,Actual/360,Interest Only,103642.68,0,0,60,59,60,1,YM1%(53) 1%(3) O(4),2023-02-01,100500000,,,,,7779143.04,2751215.38,5027927.66,4961927.66,2023-01-31,7070019.0,2963128.0,4106891.0,4106891.0,12/31/2022,6924743.0,2944294.0,3980449.0,3980449.0,12/31/2021,5663642.66,2109988.0,3553654.66,3553654.66,Second Mortgage,Fee Simple,,,,2448.0,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.04985804475318856,,,FREMF_2023-KJ45,,,,,,,103642.68,,No,Yes,Yes,,,,,,,,,,0.0020195,25.66723,-80.44286
1,Modena Apartments,,815 North 52nd Street,Phoenix,AZ,85008,Maricopa,Multifamily,Garden,1987,2022.0,768,192076.82,Units,0.931,2023-02-08,Supplemental,1,10,2023-02-28,2023-04-01,2030-05-01,16886000,16886000.0,16014471.04,0.071,0.06908049999999999,Actual/360,Partial IO,113479.32,360,360,86,84,26,2,YM1%(79) 1%(3) O(4),2023-01-04,204600000,,,,,13871635.06,3423993.22,10447641.84,10261017.84,2022-12-31,13477314.55,3387232.25,10090082.3,10090082.3,12/31/2021,12051432.0,3414195.0,8637237.0,8637237.0,12/31/2020,11158961.0,3402659.0,7756302.0,7756302.0,Third Mortgage,Fee Simple,,,,1504.0,,(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x,,Group 3,0.04845484568071033,,,FREMF_2023-KJ45,,,,,,,101296.46,,No,Yes,Yes,,,,,,,,,,0.0019195000000000002,33.45735,-111.96967
1,Magnolia Ranch,,3191 Medical Center Drive,McKinney,TX,75069,Collin,Multifamily,Garden,2001,2022.0,576,149626.74,Units,0.938,2023-01-16,Supplemental,1,10,2023-02-16,2023-04-01,2028-08-01,12532000,12532000.0,11993373.13,0.0674,0.06538050000000001,Actual/360,Partial IO,81199.03,360,360,65,63,17,2,YM1%(58) 1%(3) O(4),2022-12-21,116900000,,,,,10345309.14,4236901.66,6108407.48,5969591.48,2022-12-31,9925053.39,4164629.13,5760424.26,5760424.26,12/31/2021,9000503.97,4041493.5,4959010.47,4959010.47,12/31/2020,8033852.26,3806109.33,4227742.93,4227742.93,Second Mortgage,Fee Simple,,,,1425.0,,(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x,,Group 3,0.035960921832918505,,,FREMF_2023-KJ45,,,,,,,71365.68,,No,Yes,Yes,,,,,,,,,,0.0020195,33.16897,-96.63574
